licenseNumber,businessName,businessType,address,city,state,zip,county,phone,issueDate,expirationDate,classifications,workersCompCoverageType,workersCompInsuranceCompany,workersCompPolicyExpiration,sourceFiles
1078990,TRULYSUN ENERGY CORPORATION,Corporation,278 MIRAMAR AVE,SAN FRANCISCO,CA,94112,San Francisco,(415) 684 0900,07/29/2021,07/31/2027,C10 | C46,Workers' Compensation Insurance,TECHNOLOGY INSURANCE COMPANY INC,10/16/2026,CSLBSearchData_163505900.xlsx
978493,UNIQUE SOLAR,Sole Owner,822 ARCHER ST,SAN DIEGO,CA,92109,San Diego,(858) 353 7478,11/03/2012,11/30/2026,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,08/15/2027,CSLBSearchData_163505900.xlsx
893826,URBAN DESIGN,Corporation,4742 SKYWAY ROAD,PARADISE,CA,95969,Butte,(530) 809 1079,04/04/2007,04/30/2027,B | C10 | C20 | C36 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,09/02/2027,CSLBSearchData_163342171.xlsx
944115,URBAN ENERGY SOLAR INC,Corporation,10192 CONSTITUTION DR,HUNTINGTON BEACH,CA,92646,Orange,(562) 447 4971,03/04/2010,12/31/2027,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,06/01/2027,CSLBSearchData_163444973.xlsx
1143984,V & A SOLAR TECHNOLOGY INC,Corporation,13660 REDSTONE ST,LATHROP,CA,95330,San Joaquin,(510) 457 5979,09/23/2025,09/30/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,09/27/2026,CSLBSearchData_163505900.xlsx
858197,VALLEY SOLAR INC,Corporation,9265 BEATTY DR,SACRAMENTO,CA,95826,Sacramento,(916) 254 5111,04/30/2005,09/30/2026,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,10/01/2026,CSLBSearchData_163505900.xlsx
1081676,VALLEY SOLAR SERVICE CORPORATION,Corporation,2045 NORTH FINE AVE,FRESNO,CA,93727,Fresno,(559) 252 3135,09/24/2021,09/30/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,05/02/2027,CSLBSearchData_163342171.xlsx
874184,VALLEY WATER,Sole Owner,2045 N FINE AVE,FRESNO,CA,93727,Fresno,(559) 252 3135,03/09/2006,06/30/2027,C46 | C55,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,05/02/2027,CSLBSearchData_163342171.xlsx
1000480,VAN LUND ROOFING AND SOLAR,Corporation,9360 7TH ST SUITE A,RANCHO CUCAMONGA,CA,91730,San Bernardino,(909) 605 3332,01/23/2015,01/31/2028,B | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,07/27/2027,CSLBSearchData_163505900.xlsx
608260,VASCO SOLAR,Corporation,17150 NEWHOPE ST 403,FOUNTAIN VALLEY,CA,92708,Orange,(714) 968 8845,12/19/1990,11/30/2027,C46,Workers' Compensation Insurance,MIDWEST EMPLOYERS CASUALTY COMPANY,07/01/2027,CSLBSearchData_163444973.xlsx
977386,VEGAS PACIFIC EXPRESS,Partnership,14531 AUTUMN PLACE,FONTANA,CA,92337,San Bernardino,(626) 297 3389,09/29/2012,05/31/2027,B | C20 | C46,Workers' Compensation Insurance,HARTFORD CASUALTY INSURANCE COMPANY,05/01/2027,CSLBSearchData_163505900.xlsx
1005557,VELOCITY SOLAR POWER INC,Corporation,5011 PEACH BLOSSOM LANE,OAKDALE,CA,95361,Stanislaus,(209) 613 0158,07/14/2015,07/31/2027,B | C46,Workers' Compensation Insurance,FARMERS INSURANCE EXCHANGE,10/29/2026,CSLBSearchData_163528025.xlsx
973895,VICTORY HEATING & AIR INC,Corporation,12277 APPLE VALLEY RD #131,APPLE VALLEY,CA,92308,San Bernardino,(760) 987 8436,06/11/2012,08/31/2027,C20 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,11/18/2026,CSLBSearchData_163505900.xlsx
1144493,VIKING COOLING AND HEATING,Corporation,350 PAUMA PLACE,ESCONDIDO,CA,92029,San Diego,(619) 984 5464,10/02/2025,10/31/2027,C20 | C46,Workers' Compensation Insurance,PACIFIC COMPENSATION INSURANCE COMPANY,05/13/2027,CSLBSearchData_163505900.xlsx
481352,VINTAGE E & S INC,Corporation,49950 JEFFERSON STREET 130-388,INDIO,CA,92201,Riverside,(760) 775 0135,10/21/1985,08/31/2028,C10 | C46,Workers' Compensation Insurance,EMPLOYERS PREFERRED INSURANCE COMPANY,02/24/2027,CSLBSearchData_163505900.xlsx
1110302,VIVA ENERGY,Corporation,1163 MAIN STREET SUITE C,MORRO BAY,CA,93442,San Luis Obispo,(559) 917 5747,09/19/2023,09/30/2027,B | C46,Workers' Compensation Insurance,PIE CASUALTY INSURANCE COMPNAY,01/19/2027,CSLBSearchData_163505900.xlsx
1135786,VOLT HOME,Corporation,"901 W CIVIC CENTER DR,2ND FLOOR SUITE 200",SANTA ANA,CA,92703,Orange,(786) 876 8143,04/11/2025,04/30/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,07/23/2027,CSLBSearchData_163444973.xlsx
1042043,VOLT MODERN ROOFING AND SOLAR,Corporation,P O BOX 2623,ROCKLIN,CA,95677,Placer,(916) 877 8658,07/19/2018,07/31/2028,C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,07/18/2027,CSLBSearchData_163505900.xlsx
1073370,VOLTA HVAC,Corporation,420 CANYON WOODS PL F,SAN RAMON,CA,94582,Contra Costa,(925) 230 4045,02/16/2021,02/28/2027,C10 | C20 | C46,Workers' Compensation Insurance,PIE INSURANCE COMPANY (THE),02/19/2027,CSLBSearchData_163342171.xlsx
726486,VOLZ ELECTRIC,Sole Owner,1574 W BUFFINGTON STREET,UPLAND,CA,91784,San Bernardino,(909) 985 5107,08/20/1996,09/30/2027,C10 | C46,Workers' Compensation Insurance,TECHNOLOGY INSURANCE COMPANY INC,10/16/2026,CSLBSearchData_163505900.xlsx
1110946,WEST COAST CUSTOM SOLAR,Sole Owner,227 EAST TEHAMA STREET,ORLAND,CA,95963,Glenn,(530) 685 8196,10/04/2023,10/31/2027,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/01/2027,CSLBSearchData_163412289.xlsx
908549,WEST COAST SOLAR INC,Corporation,2041 EAST ST PMB 1162,CONCORD,CA,94520,Contra Costa,(925) 516 3900,12/28/2007,12/31/2027,C10 | C39 | C46,Workers' Compensation Insurance,INDEMNITY INSURANCE COMPANY OF NORTH AMERICA,10/01/2026,CSLBSearchData_163342171.xlsx
945067,WEST COAST TECH ELECTRIC,Corporation,P O BOX 487,ARROYO GRANDE,CA,93421,San Luis Obispo,(805) 473 9378,03/30/2010,03/31/2028,B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/24/2027,CSLBSearchData_163505900.xlsx
918393,WEST PACIFIC ELECTRIC COMPANY CORPORATION,Corporation,PO BOX 760,PISMO BEACH,CA,93448,San Luis Obispo,(805) 709 1385,06/30/2008,10/31/2027,A | B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,03/20/2027,CSLBSearchData_163505900.xlsx
963158,WESTCOAST SOLAR ENERGY,Corporation,2975 DUTTON AVENUE SUITE A,SANTA ROSA,CA,95407,Sonoma,(707) 664 6450,07/12/2011,07/31/2027,C10 | C46,Workers' Compensation Insurance,NATIONAL CASUALTY COMPANY,12/01/2026,CSLBSearchData_163528025.xlsx
1047833,WESTCOAST SOLAR PROFESSIONAL,Corporation,9218 VICTORIA AVE,RIVERSIDE,CA,92503,Riverside,(951) 729 6345,12/12/2018,05/31/2028,B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,09/28/2026,CSLBSearchData_163505900.xlsx
739791,WESTECH SYSTEMS INC,Corporation,827 JEFFERSON AVE,CLOVIS,CA,93612,Fresno,(559) 455 1720,08/26/1997,08/31/2027,C10 | C46,Workers' Compensation Insurance,TRAVELERS PROPERTY CASUALTY COMPANY OF AMERICA,05/05/2027,CSLBSearchData_163342171.xlsx
962892,WESTERN SUN SYSTEMS INC,Corporation,316 MID VALLEY CTR 274,CARMEL,CA,93923,Monterey,(831) 624 3337,07/06/2011,07/31/2027,B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,12/01/2026,CSLBSearchData_163444973.xlsx
965111,WESTHAVEN POWER,Corporation,800 NORHTGATE DR,YUBA CITY,CA,95991,Sutter,(530) 331 8483,08/31/2011,08/31/2027,B | C10 | C20 | C39 | C46,Workers' Compensation Insurance,MIDWEST EMPLOYERS CASUALTY COMPANY,01/01/2027,CSLBSearchData_163547774.xlsx
1127078,WICKS,Limited Liability,2170 HUTTON ROAD BLDG A,NIPOMO,CA,93444,San Luis Obispo,(805) 965 5122,09/27/2024,09/30/2026,C10 | C39 | C46 | D12,Workers' Compensation Insurance,PRAETORIAN INSURANCE COMPANY,09/25/2026,CSLBSearchData_163505900.xlsx
1101461,WIN-DOR LLC,Limited Liability,450 DELTA AVENUE,BREA,CA,92821,Orange,(714) 385 1202,02/14/2023,02/28/2027,B | C17 | C46,Workers' Compensation Insurance,SENTRY INSURANCE COMPANY,09/01/2026,CSLBSearchData_163444973.xlsx
688062,WINKLE R D COMPANY,Sole Owner,P O BOX 476,THOUSAND PALMS,CA,92276,Riverside,(760) 322 5144,04/26/1994,04/30/2028,C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/01/2027,CSLBSearchData_163505900.xlsx
973766,WRIGHT BUILDING,Corporation,75130 MEDITERRANEAN ST C,PALM DESERT,CA,92211,Riverside,(760) 898 6788,06/06/2012,06/30/2028,B | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,12/01/2026,CSLBSearchData_163505900.xlsx
992157,XERO SOLAR,Corporation,358 CORAL CIRCLE,EL SEGUNDO,CA,90245,Los Angeles,(310) 376 8740,04/16/2014,04/30/2028,C10 | C46,Workers' Compensation Insurance,SENTINEL INSURANCE COMPANY LTD,07/01/2027,CSLBSearchData_163412289.xlsx
789630,YAMA CONSTRUCTION,Sole Owner,1079 HOLLISTER AVE,SAN FRANCISCO,CA,94124,San Francisco,(415) 573 8618,01/10/2001,01/31/2027,B | C-5 | C-6 | C10 | C20 | C33 | C36 | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,11/03/2026,CSLBSearchData_163505900.xlsx
1137277,ZENITH SOLAR INC,Corporation,10463 CHERRY BLOSSOM LANE,SAN DIEGO,CA,92127,San Diego,(619) 750 6173,05/09/2025,05/31/2027,C46,Workers' Compensation Insurance,PIE INSURANCE COMPANY (THE),04/16/2027,CSLBSearchData_163505900.xlsx
820063,ZERO ENERGY ASSOCIATES,Corporation,"851 HWY 116 S,SUITE 1",SEBASTOPOL,CA,95472,Sonoma,(707) 544 3900,05/27/2003,05/31/2027,B | C10 | C20 | C46,Workers' Compensation Insurance,CAROLINA CASUALTY INSURANCE COMPANY,02/03/2027,CSLBSearchData_163528025.xlsx
1063175,ZINC ROOFING INC,Corporation,5759 W SHAW AVE,FRESNO,CA,93722,Fresno,(559) 352 3140,02/10/2020,02/29/2028,B | C-7 | C20 | C39 | C46,Workers' Compensation Insurance,CYPRESS INSURANCE COMPANY,02/06/2027,CSLBSearchData_163342171.xlsx
